id;cnc_nb;visa_nb;title;movie_type;has_ad;movie_public
35854;2019002343;151179;L'OEUVRE SANS AUTEUR PARTIES 1 & 2;DRAME;;TP
35855;2019002344;;CROSSING THE BORDER;DRAME;;
35856;2019002345;152485;THE CROSSING;DRAME;;TP
35857;2019002346;;WALKING IN DARKNESS;DRAME;;
35858;2019002347;;YOUTH;DOCUMENTAIRE;;
35859;2019002354;;A LA RECHERCHE DE COLLIGNON;DOCUMENTAIRE;;
35860;2019002357;;ZIG ZAG;DOCUMENTAIRE;;
35861;2019002358;;ETCHED IN BONE;DOCUMENTAIRE;;
35862;2019002366;;HOPE YOU'LL DIE NEXTE TIME;THRILLER;;
35863;2019002367;151939;PAHOKEE, UNE JEUNESSE AMERICAINE;DOCUMENTAIRE;;TP
35864;2019002368;;FOURTEEN;DRAME;;
35865;2019002370;150876;LES SYRIENS;DOCUMENTAIRE;;
35866;2019002374;150885;PATERNEL;DRAME;OUI;TP
35867;2019002376;;THE WORLD IS FULL OF SECRETS;DRAME;;
35868;2019002379;150884;MATTHIAS & MAXIME;DRAME;;TP
35869;2019002380;;SAINT FRANCES;COMEDIE DRAMATIQUE;;
35870;2019002381;150888;D'ETOILE EN ETOILE;COMEDIE;;TP
35871;2019002382;;LOST HOLIDAY;COMEDIE;;
35872;2019002383;;CHAINED FOR LIFE;DRAME;;
35873;2019002384;;THE PRETENDERS;DRAME;;
35874;2019002385;;DRAGGED ACROSS CONCRETE;POLICIER;;
35875;2019002388;151242;WONDERLAND LE ROYAUME SANS PLUIE;ANIMATION;;TP
35876;2019002389;151698;TROUBLE;COMEDIE DRAMATIQUE;;TP
35877;2019002396;151170;YESTERDAY;COMEDIE;OUI;TP
35878;2019002397;150963;TOY STORY 4;ANIMATION;OUI;TP
35879;2019002411;;THE LADY IN THE BOOK;DOCUMENTAIRE;;
35880;2019002412;151323;THE BRA;COMEDIE DRAMATIQUE;;TP
35881;2019002420;;COLD HELL;THRILLER;;
35882;2019002422;;BERNARD NATAN, LE FANTOME DE LA RUE FRANCOEUR;DOCUMENTAIRE;;TP
35883;2019002423;;DES JUGES ET DES ENFANTS;DOCUMENTAIRE;;
35884;2019002425;152148;QUAND LE SOLEIL QUITTE L'EAU DE L'HERBE;DOCUMENTAIRE;;
35885;2019002448;151192;HALTE (ANG HUPA);THRILLER;;TP
35886;2019002451;;VALE A PENHA SONAR;DOCUMENTAIRE;;
35887;2019002453;;NEPAL PAR DELA LES NUAGES;DOCUMENTAIRE;;
35888;2019002456;150909;LE PROJET DE MARIAGE;DOCUMENTAIRE;;
35889;2019002461;;AU MIEI DE LAS VACAS;DOCUMENTAIRE;;
35890;2019002464;150915;RIEN A FOUTRE;DRAME;;TP
35891;2019002469;;LA TOILE D'ARAIGNEE SECOND EMPIRE BRITANNIQUE;THRILLER;;
35892;2019002470;;KOLAIGARAN;THRILLER;;TPA
35893;2019002515;;DARAYA LA BIBLIOTHEQUE SOUS LES BOMBES;DOCUMENTAIRE;;
35894;2019002517;;L'ENSEIGNANTE;DRAME;;TP
35895;2019002519;150988;PALMYRE;DOCUMENTAIRE;;TPA
35896;2019002520;;TOSCA NEI LUOGHI E NELLE ORE DI TOSCA;MUSICAL;;
35897;2019002521;150940;CHILD'S PLAY LA POUPEE DU MAL;HORREUR;;12
35898;2019002522;;LETTRE A THEO;DOCUMENTAIRE;;
35899;2019002541;;BHARAT;AVENTURES;;TP
35900;2019002543;;MUSIQUES ET MUSICIENS D'ANDROS;DOCUMENTAIRE;;
35901;2019002544;152587;LIL' BUCK REAL SWAN;DOCUMENTAIRE;;TP
35902;2019002545;;DOWN TO THE BONE;DRAME;;
35903;2019002557;;UNE PLACE AU SOLEIL;DOCUMENTAIRE;;
35904;2019002579;150935;SUBLIME;DRAME;;
35905;2019002581;150939;BRUTUS;HISTOIRE;OUI;
35906;2019002582;151529;LE VOYAGE DANS LA LUNE;ANIMATION;OUI;TP
35907;2019002583;151771;LA REINE DES NEIGES II;ANIMATION;OUI;TP
35908;2019002584;151189;LE ROI LION;AVENTURES;OUI;TP
35909;2019002603;;LA VIE OU LA PLUIE;COMEDIE DRAMATIQUE;;
35910;2019002604;151656;LE SOUPIR DES VAGUES;DRAME;;TP
35911;2019002605;151719;TENZO;DOCUMENTAIRE;;TP
35912;2019002606;;ANTICIPATION JAPON;SCIENCE FICTION;;
35913;2019002607;;DEFI DE SOLIDARITE;DOCUMENTAIRE;;
35914;2019002608;151321;NUITS MAGIQUES;COMEDIE DRAMATIQUE;;TP
35915;2019002610;150942;PRENDRE SOIN;DOCUMENTAIRE;;TP
35916;2019002613;150944;LES SANS-DENTS;COMEDIE;;TP
35917;2019002614;;HOMEOPATHIE UNE AUTRE VOIE;DOCUMENTAIRE;;
35918;2019002631;;LEONARD DE VINCI L’HISTOIRE COMPLETE;DOCUMENTAIRE;;
35919;2019002632;;LUCIAN FREUD AUTOPORTRAIT;DOCUMENTAIRE;;
35920;2019002633;;PAQUES DANS L’HISTOIRE DE L’ART;DOCUMENTAIRE;;
35921;2019002634;151180;L'OEUVRE SANS AUTEUR PARTIES 1 & 2;DRAME;;TP
35922;2019002635;;FRIDA KAHLO;DOCUMENTAIRE;;
35923;2019002636;151202;LE DESERTEUR;DRAME;;12
35924;2019002637;151342;LES ENFANTS DE LA MER;ANIMATION;;TP
35925;2019002639;151287;L'OEUF DURE;DOCUMENTAIRE;;TPA
35926;2019002642;;LETTRES DE MASANJIA;DOCUMENTAIRE;;
35927;2019002644;;DIANA;THRILLER;;
35928;2019002645;;JAULAS;DRAME;;
35929;2019002646;;LOS DIAS QUE VENDRAN;DRAME;;
35930;2019002647;;ANA DE DIA;DRAME;;
35931;2019002648;;LOVE ME NOT;THRILLER;;
35932;2019002650;150961;DES FEUX DANS LA NUIT;DRAME;;TP
35933;2019002652;150959;L'AIR DE LA MER REND LIBRE;DRAME;OUI;TP
35934;2019002655;;APOLLO 11;DOCUMENTAIRE;;TP
35935;2019002656;;CAPITAL RETOUR;DOCUMENTAIRE;;
35936;2019002657;;DOCTEUR CALIGARI;HORREUR;;
35937;2019002670;;TOP SENSATION;THRILLER;;
35938;2019002674;153318;THE BLOND ONE;DRAME;;TPA
35939;2019002676;;HE LOVES ME;DRAME;;
35940;2019002681;;DEVI 2;HORREUR;;
35941;2019002682;;LAIYE JE YAARIAN;MUSICAL;;
35942;2019002683;;GREVONS;DOCUMENTAIRE;;
35943;2019002703;150966;SWING RENDEZ-VOUS;DRAME;;TP
35944;2019002705;150967;L'ENNEMI;DRAME;OUI;TP
35945;2019002708;;MATTHIAS ET MAXIME;DRAME;;
35946;2019002722;152032;AU COEUR DU MONDE;DRAME;;TPA
35947;2019002727;;FREEDOM FIELDS;DOCUMENTAIRE;;
35948;2019002734;150973;BAC NORD;THRILLER;OUI;TPA
35949;2019002735;151533;MA FOLLE SEMAINE AVEC TESS;DRAME;;TP
35950;2019002749;152266;GREEN BOYS;DOCUMENTAIRE;;TP
35951;2019002759;;CHANDIGARH AMRISTAR CHANDIGARH;MUSICAL;;
35952;2019002760;151341;THE OLD MAN AND THE GUN;COMEDIE DRAMATIQUE;;
35953;2019002761;150991;AUTRE (L');DRAME;;TP
35954;2019002762;;SCREAM FOR ME SARAJEVO;DOCUMENTAIRE;;
35955;2019002764;150993;LE CYGNE DES HEROS;COMEDIE DRAMATIQUE;;TP
35956;2019002766;;NE TIREZ PAS;THRILLER;;
35957;2019002767;;A MAN WITHIN;DRAME;;
35958;2019002769;151163;UGLYDOLLS;ANIMATION;OUI;TP
35959;2019002770;151213;FOLLE NUIT RUSSE;COMEDIE DRAMATIQUE;;TPA
35960;2019002772;151151;WILD ROSE;COMEDIE DRAMATIQUE;OUI;TP
35961;2019002787;151004;MANHATTAN LOCKDOWN;THRILLER;OUI;TPA
35962;2019002789;;LES GRANDS SEIGNEURS;COMEDIE;;
35963;2019002791;151307;CA CHAPITRE 2;HORREUR;OUI;12
35964;2019002792;151008;PLANETES;ANIMATION;;
35965;2019002794;;LA TELENOVELA ERRANTE;DOCUMENTAIRE;;
35966;2019002795;;ARDAAS KARAAN;DRAME;;TP
35967;2019002797;;QUE L'AMOUR;DOCUMENTAIRE;;
35968;2019002798;151272;L'ETINCELLE UNE HISTOIRE DES LUTTES LGBT+;DOCUMENTAIRE;;TP
35969;2019002801;;PHILO NOUVELLE GENERATION;DOCUMENTAIRE;;
35970;2019002803;;LES QUARTIERS NE LACHENT RIEN;DOCUMENTAIRE;;
35971;2019002804;;MADAGASCAR EXPEDITION EN TERRE MAKAY;DOCUMENTAIRE;;
35972;2019002806;151014;NOVEMBRE;THRILLER;OUI;TP
35973;2019002820;;L'AGE DE LA MARCHE EN ROUTE VERS COMPOSTELLE;DOCUMENTAIRE;;
35974;2019002821;;ATLANTIQUE;DRAME;;
35975;2019002822;152271;LE COUP DU SIECLE;COMEDIE;;TP
35976;2019002823;151603;AQUARELA;DOCUMENTAIRE;;TP
35977;2019002824;151057;POUR LES SOLDATS TOMBES;DOCUMENTAIRE;;TP
35978;2019002825;151257;MIDSOMMAR;HORREUR;OUI;12A
35979;2019002826;151055;CRAWL;HORREUR;;12
35980;2019002828;151027;LE TEMPS D'AIMER;DRAME;OUI;TP
35981;2019002829;151025;SAISONS (LES);DOCUMENTAIRE;;
35982;2019002839;151222;LES FAUSSAIRES DE MANHATTAN;COMEDIE DRAMATIQUE;;TP
35983;2019002841;151031;OLGA;DRAME;OUI;TP
35984;2019002850;151037;SEXYGENAIRES;COMEDIE;OUI;TP
35985;2019002856;151046;LE COUPABLE;DOCUMENTAIRE;;
35986;2019002869;151214;FAST & FURIOUS : HOBBS & SHAW;AVENTURES;OUI;TP
35987;2019002870;151913;LITTLE JOE;SCIENCE FICTION;;TP
35988;2019002872;;LES SIFFLEURS;THRILLER;;
35989;2019002881;;SINDHUBAADH;AVENTURES;;
35990;2019002882;151203;DARIO ARGENTO SOUPIRS DANS UN CORRIDOR LOINTAIN;DOCUMENTAIRE;;TP
35991;2019002884;151295;L'INTOUCHABLE, HARVEY WEINSTEIN;DOCUMENTAIRE;;TP
35992;2019002885;151249;LE GANGSTER, LE FLIC & L'ASSASSIN;AVENTURES;OUI;12
35993;2019002889;151289;DIEGO MARADONA;DOCUMENTAIRE;;TP
35994;2019002891;151071;DE GAULLE;BIOGRAPHIE;OUI;TP
35995;2019002892;151076;LE LOUP ET LE LION;AVENTURES;OUI;TP
35996;2019002893;;KABIR SINGH;AVENTURES;;TP
35997;2019002894;;NUESTRAS MADRES;DRAME;;
35998;2019002895;;BTS BRING THE SOUL THE MOVIE;DOCUMENTAIRE;;
35999;2019002896;;ARTICLE 15;DRAME;;
36000;2019002899;;LA VALLEE;DOCUMENTAIRE;;
36001;2019002900;;UTOPIA.DOC;DOCUMENTAIRE;;
36002;2019002911;151273;MIDNIGHT TRAVELER;DOCUMENTAIRE;;TP
36003;2019002912;145266;A LUA PLATZ;DOCUMENTAIRE;;TP
36004;2019002924;145460;APPARENCES (LES);THRILLER;OUI;TP
36005;2019002927;151086;I COMETE;DRAME;;12
36006;2019002931;;MAGIC PANTONIO LA COLERE DE L'HEROISME;DOCUMENTAIRE;;
36007;2019002933;150307;HIRU UHINAK LES TROIS VAGUES;DOCUMENTAIRE;;TP
36008;2019002934;;RASCAL DOES NOT DREAM OF A DREAMING GIRL;ANIMATION;;
36009;2019002941;151092;ETE 85;COMEDIE DRAMATIQUE;OUI;TP
36010;2019002944;151314;LE JARDIN DES CIMES;DOCUMENTAIRE;;TP
36011;2019002945;;FLEURS DU FUTUR DOBRA VODA;DOCUMENTAIRE;;
36012;2019002946;151250;UNE GRANDE FILLE;DRAME;;TP
36013;2019002947;151187;REZA;COMEDIE;;TP
36014;2019002949;;ELEKTRIK MEN;DOCUMENTAIRE;;
36015;2019002951;152200;LE BON GRAIN ET L'IVRAIE;DOCUMENTAIRE;;TP
36016;2019002952;151351;MES AUTRES VIES DE CHIEN;COMEDIE DRAMATIQUE;;TP
36017;2019002953;151226;LA CHUTE DU PRESIDENT;AVENTURES;OUI;12
36018;2019002954;151458;DE SABLE ET DE FEU;HISTOIRE;;TP
36019;2019002955;151097;LA RUCHE;DRAME;;
36020;2019002958;;PAVAROTTI LA VOIX;DOCUMENTAIRE;;
36021;2019002962;;FANNY & ALEXANDRE - 1ère partie;DRAME;;TP
36022;2019002963;;FANNY & ALEXANDRE - 2ème partie;DRAME;;TP
36023;2019002967;;A L’EST ENFIN DU NOUVEAU;DOCUMENTAIRE;;
36024;2019002968;;TAPER DANS LA BALLE;DOCUMENTAIRE;;
36025;2019002970;149130;JEANNE;MUSICAL;;TP
36026;2019002981;;PERET JO SOC LA RUMBA;DOCUMENTAIRE;;
36027;2019002982;151354;JUSQU'A LA LIE;DRAME;;TP
36028;2019002983;;SUPER 30;HISTOIRE;;TP
36029;2019003002;;SOUS LA MOITEUR DE LA LUNE;FANTASTIQUE;;
36030;2019003008;;DES HOMMES;DOCUMENTAIRE;;
36031;2019003009;151581;KONGO;DOCUMENTAIRE;;TP
36032;2019003010;156079;TAKE ME SOMEWHERE NICE;DRAME;;TP
36033;2019003011;152317;MICKEY AND THE BEAR;DRAME;;TP
36034;2019003012;;SOLO;DOCUMENTAIRE;;
36035;2019003013;;SAAHO;AVENTURES;;
36036;2019003029;151395;EDITH EN CHEMIN VERS SON REVE;DRAME;;TP
36037;2019003030;151275;LES BARONNES;THRILLER;OUI;12
36038;2019003031;151241;BACK TO THE MOON;DOCUMENTAIRE;;TP
36039;2019003032;151426;STEVE BANNON - LE GRAND MANIPULATEUR;DOCUMENTAIRE;;TP
36040;2019003033;;BERLIN BASED;DOCUMENTAIRE;;
36041;2019003035;151263;WEDDING NIGHTMARE;HORREUR;OUI;12
36042;2019003036;152675;PROMARE;ANIMATION;;TP
36043;2019003037;151290;LATE NIGHT;COMEDIE;OUI;TP
36044;2019003043;151172;10 JOURS SANS MAMAN;COMEDIE;OUI;TP
36045;2019003053;;LES MOTS DE LA CITE;DOCUMENTAIRE;;
36046;2019003056;;RAATCHASI;DRAME;;
36047;2019003057;;KADARAM KONDAN;AVENTURES;;TPA
36048;2019003063;151182;PARAISO;DOCUMENTAIRE;;TP
36049;2019003064;151185;UNDINE;DRAME;OUI;TP
36050;2019003074;;GORILLA;COMEDIE;;
36051;2019003078;151200;EYE FOR AN EYE;DOCUMENTAIRE;;
36052;2019003080;151195;THE FATHER;DRAME;;TP
36053;2019003081;151348;GOOD BOYS;COMEDIE;OUI;TP
36054;2019003082;;DANSER AVEC LES TOILES;DOCUMENTAIRE;;
36055;2019003083;151305;SCARY STORIES;HORREUR;OUI;TPA
36056;2019003085;151400;INTERVIEW AVEC DIEU;DRAME;;TP
36057;2019003086;151555;UN JOUR DE PLUIE A NEW YORK;COMEDIE;OUI;TP
36058;2019003087;151253;C'EST ASSEZ BIEN D'ETRE FOU VERSION JEUNE PUBLIC;DOCUMENTAIRE;;TP
36059;2019003089;151219;LE CHARDONNERET;DRAME;OUI;TP
36060;2019003094;151210;LES HARKIS;HISTOIRE;OUI;TPA
36061;2019003096;151208;CA MARCHE;DOCUMENTAIRE;;TP
36062;2019003106;151220;L'AUTRE LAURENS;THRILLER;;TP
36063;2019003112;151647;DOCTOR SLEEP;HORREUR;OUI;12
36064;2019003113;151274;ANGRY BIRDS : COPAINS COMME COCHONS;ANIMATION;OUI;TP
36065;2019003118;151228;TOUR DU MONDE EN 80 JOURS (LE);ANIMATION;OUI;TP
36066;2019003120;151230;UN PEUPLE;DOCUMENTAIRE;OUI;TP
36067;2019003122;151369;CHARLIE'S ANGELS;AVENTURES;OUI;TP
36068;2019003123;151932;JUMANJI : NEXT LEVEL;AVENTURES;OUI;TP
36069;2019003124;151545;LE MANS 66;AVENTURES;OUI;TP
36070;2019003125;152541;TROUBLES;THRILLER;;TPA
36071;2019003126;;ARCHIVES DE GUERRE LA BATAILLE DE NORMANDIE;DOCUMENTAIRE;;
36072;2019003128;151630;POUR SAMA;DOCUMENTAIRE;;TPA
36073;2019003129;151501;DANTZA;DOCUMENTAIRE;;TP
36074;2019003130;151237;JANE AUSTEN A GACHÉ MA VIE;FICTION;;
36075;2019003136;151432;NOUVELLE CORDEE;DOCUMENTAIRE;;TP
36076;2019003140;151245;JOUEUSES (LES);DOCUMENTAIRE;OUI;TP
36077;2019003141;;COBRA LA PERCEE;DOCUMENTAIRE;;
36078;2019003142;;CHAL MERA PUTT;COMEDIE;;
36079;2019003143;151259;MONEY BOYS;DRAME;;TPA
36080;2019003145;151251;EFFACER L'HISTORIQUE;COMEDIE;OUI;TP
36081;2019003146;151254;EN LIBERTE ! LE VILLAGE DEMOCRATIQUE DE POURGUES;DOCUMENTAIRE;;TP
36082;2019003149;;WHITE RHINO;DOCUMENTAIRE;;
36083;2019003152;;HAKKUNDE;COMEDIE DRAMATIQUE;;
36084;2019003153;151260;L'ORIGINE DU MONDE;COMEDIE;OUI;TP
36085;2019003154;151265;SPACCAPIETRE;DRAME;;12
36086;2019003172;;LA NUIT DE LA SAINT JEAN;DRAME;;
36087;2019003173;151568;INDIANARA;DOCUMENTAIRE;;TP
36088;2019003176;;COMMUNION;DOCUMENTAIRE;;
36089;2019003179;151280;GAZA MON AMOUR;DRAME;;TP
36090;2019003184;;MISSION MANGAL;SCIENCE FICTION;;TP
36091;2019003185;;NERKONDA PAARVAI;DRAME;;TPA
36092;2019003186;;SUPERSTAR;COMEDIE;;TP
36093;2019003188;;BATLA HOUSE;DRAME;;TPA
36094;2019003193;151296;SKIN;DRAME;;
36095;2019003195;151405;SHAUN LE MOUTON LE FILM : LA FERME CONTRE-ATTAQUE;ANIMATION;OUI;TP
36096;2019003196;;COEUR DE PIERRE;DOCUMENTAIRE;;TP
36097;2019003197;151383;GEMINI MAN;AVENTURES;;TP
36098;2019003198;155403;TOP GUN : MAVERICK;AVENTURES;OUI;TP
36099;2019003199;151420;AD ASTRA;SCIENCE FICTION;OUI;TP
36100;2019003200;151297;DUCOBU 3;COMEDIE;OUI;TP
36101;2019003203;;POLITYKA;DRAME;;
36102;2019003205;147873;NOTRE DAME DU NIL;DRAME;OUI;TP
36103;2019003217;151311;LA BATAILLE DU RAIL;DRAME;;TP
36104;2019003221;151313;LES GRANDS VOISINS, LA CITÉ REVÉE;DOCUMENTAIRE;;TP
36105;2019003223;151312;ILLUSIONS PERDUES;DRAME;OUI;TP
36106;2019003227;151320;AUTONOMIES;DOCUMENTAIRE;;TP
36107;2019003231;152172;EMMA PEETERS;COMEDIE;;TP
36108;2019003233;;HECTOR ET LA RECHERCHE DU BONHEUR;COMEDIE DRAMATIQUE;;
36109;2019003234;;TRES BODAS DE MAS;COMEDIE;;
36110;2019003235;151442;DOWNTON ABBEY, LE FILM;COMEDIE DRAMATIQUE;OUI;TP
36111;2019003237;151325;LE REPAIRE DES CONTRAIRES;DOCUMENTAIRE;OUI;TP
36112;2019003239;151328;L'INSTANT INFINI;THRILLER;;TPA
36113;2019003241;151332;ALAM;DRAME;;TP
36114;2019003242;151330;T'AS PECHO;COMEDIE;OUI;TP
36115;2019003256;;DON'T GIVE A FOX;DOCUMENTAIRE;;
36116;2019003257;;LOS REYES;DOCUMENTAIRE;;
36117;2019003258;;KING SKATE;DOCUMENTAIRE;;
36118;2019003264;151340;LA VOIX D'AIDA;DRAME;;TP
36119;2019003266;151345;L'HISTOIRE DE MA FEMME;DRAME;;TP
36120;2019003269;151349;BRONX;THRILLER;;
36121;2019003270;;GHOST KILLER VS BLOODY MARY;HORREUR;;
36122;2019003271;;NEKROTRONIC;SCIENCE FICTION;;
36123;2019003272;;SATANIC PANIC;HORREUR;;
36124;2019003273;;THE PREY;SCIENCE FICTION;;
36125;2019003274;;IL PRIMO RE;DRAME;;
36126;2019003275;;LITTLE MONSTERS;HORREUR;;
36127;2019003276;158683;LES ORPHELINS DE SANKARA;DOCUMENTAIRE;;TP
36128;2019003277;;PAS D'OR POUR KALSAKA;DOCUMENTAIRE;;
36129;2019003285;;L’APPRENDISTATO;DRAME;;
36130;2019003286;;BANGLA;COMEDIE;;
36131;2019003287;;EFFETTO DOMINO;DRAME;;
36132;2019003288;152671;MATERNAL;DRAME;;TP
36133;2019003290;;MAGARI;DRAME;;
36134;2019003291;;OVUNQUE PROTEGGIMI;DRAME;;
36135;2019003292;;LA SCOMPARSA DI MIA MADRE;DOCUMENTAIRE;;
36136;2019003293;154185;IL VARCO;POLITIQUE;;TP
36137;2019003295;151353;JUNGLE TRAGIQUE;THRILLER;;TP
36138;2019003296;;BENTORNATO PRESIDENTE;COMEDIE;;
36139;2019003297;153165;IL CAMPIONE;COMEDIE;;TP
36140;2019003298;;MA COSA CI DICE IL CERVELLO;COMEDIE;;
36141;2019003299;;LE CHEVAL EST UN ANIMAL NOBLE;DRAME;;
36142;2019003300;;COMALI;COMEDIE;;TP
36143;2019003301;;LA MAFIA NON E PIU QUELLA DI UNA VOLTA;DOCUMENTAIRE;;
36144;2019003302;;LA PASSION D’ANNA MAGNANI;DOCUMENTAIRE;;
36145;2019003303;;RIDE;DRAME;;
36146;2019003304;151538;RETOUR A ZOMBIELAND;COMEDIE;OUI;TPA
36147;2019003305;;SUR MA PEAU;DRAME;;
36148;2019003306;;DOVE BISOGNA STARE;DOCUMENTAIRE;;
36149;2019003307;;NORMAL;DOCUMENTAIRE;;
36150;2019003308;;BUTTERFLY;DRAME;;
36151;2019003309;;SELFIE;DOCUMENTAIRE;;
36152;2019003310;151416;BASTA CAPITAL;COMEDIE DRAMATIQUE;;TP
36153;2019003311;;NON E SOGNO;DOCUMENTAIRE;;
36154;2019003313;151359;A VOIX BASSE;DOCUMENTAIRE;;TP
36155;2019003317;;RENCONTRE AVEC MON AGRESSEUR;DOCUMENTAIRE;;
36156;2019003326;151701;PARIS STALINGRAD;DOCUMENTAIRE;;TP
36157;2019003327;;ONE PIECE STAMPEDE;ANIMATION;;
36158;2019003330;;JUDY AND PUNCH;COMEDIE DRAMATIQUE;;
36159;2019003331;;BURN;THRILLER;;
36160;2019003332;;FEEDBACK;HORREUR;;
36161;2019003333;;JESTERS THE GAME CHANGERS;DRAME;;
36162;2019003334;;SONS OF DENMARK;DRAME;;
36163;2019003335;;THE ART OF SELF DEFENSE;COMEDIE DRAMATIQUE;;
36164;2019003336;;HAIL SATAN;DOCUMENTAIRE;;
36165;2019003337;;PHIL TIPPETT MAD DREAMS AND MONSTERS;DOCUMENTAIRE;;
36166;2019003338;;MEMORY THE ORIGINS OF ALIEN;DOCUMENTAIRE;;
36167;2019003339;;RED 11;HORREUR;;
36168;2019003340;;AQUASLASH;HORREUR;;
36169;2019003341;;BLISS;HORREUR;;
36170;2019003343;;BODY AT BRIGHTON ROCK;THRILLER;;
36171;2019003344;;JESUS SHOWS YOU THE WAY TO THE HIGHWAY;AVENTURES;;
36172;2019003345;;PORNO;HORREUR;;
36173;2019003346;;THE CLEANSING HOUR;HORREUR;;
36174;2019003347;;THE POOL;AVENTURES;;
36175;2019003348;153471;AILLEURS;AVENTURES;;TP
36176;2019003349;155747;RIDE YOUR WAVE;ANIMATION;OUI;TP
36177;2019003350;154476;THE RELATIVE WORLDS;ANIMATION;;TP
36178;2019003351;;COME TO DADDY;HORREUR;;
36179;2019003352;;GREENER GRASS;COMEDIE;;
36180;2019003353;;KINDRED SPIRITS;THRILLER;;
36181;2019003354;151840;KNIVES AND SKIN;DRAME;;TPA
36182;2019003355;151750;KOKO-DI KOKO-DA;HORREUR;;TPA
36183;2019003356;;THE BEACH HOUSE;FANTASTIQUE;;
36184;2019003357;;THE HOLE IN THE GROUND;HORREUR;;
36185;2019003358;;L'INVASION DES PROFANATEURS DE SEPULTURES;SCIENCE FICTION;;
36186;2019003359;;LE DESOSSEUR DE CADAVRES;HORREUR;;
36187;2019003376;157098;MUSIC HOLE;COMEDIE DRAMATIQUE;;TPA
36188;2019003377;;MARIE ANTOINETTE;MUSICAL;;
36189;2019003378;;TAMMY AND THE T REX;COMEDIE;;
36190;2019003381;151371;IL BUCO;DRAME;OUI;TP
36191;2019003385;153336;IRREVERSIBLE INVERSION INTEGRALE;DRAME;;16A
36192;2019003398;;D'UN CLANDESTIN, L'AUTRE;DOCUMENTAIRE;;TP
36193;2019003399;151715;UNE COLONIE;DRAME;;TP
36194;2019003400;151408;EN TERRITOIRE HOSTILE;DOCUMENTAIRE;;TP
36195;2019003401;151561;WARRIOR WOMEN;DOCUMENTAIRE;;TP
36196;2019003403;151467;RAMBO : LAST BLOOD;AVENTURES;OUI;12A
36197;2019003406;153089;LOVE TRILOGY CHAINED;DRAME;;TP
36198;2019003407;;SEASONS OF A LIFE;DRAME;;
36199;2019003409;;HORS DU CHAOS UN VOYAGE D'ARTISTE EN HAITI;DOCUMENTAIRE;;
36200;2019003410;;BARKOMO LA GROTTE;DRAME;;
36201;2019003412;;DHALYNARO JEUNESSE;DRAME;;
36202;2019003413;;LA REPUBLIQUE DES CORROMPUS;DRAME;;
36203;2019003414;;BACK UP;THRILLER;;
36204;2019003415;;RATTLESNAKES;THRILLER;;
36205;2019003420;151389;BIS REPETITA;COMEDIE;OUI;TP
36206;2019003421;151391;GOVERNANCE;THRILLER;;
36207;2019003423;;HAREKET SEKIZ;COMEDIE;;
36208;2019003425;151396;RUMBA LA VIE;COMEDIE;OUI;TP
36209;2019003427;151690;L'EAU VIVE;DOCUMENTAIRE;;TP
36210;2019003429;151449;TOUT EST POSSIBLE;DOCUMENTAIRE;;TP
36211;2019003430;152246;DAWSON CITY, LE TEMPS SUSPENDU;DOCUMENTAIRE;;TP
36212;2019003431;;TALKING ABOUT TREE;DOCUMENTAIRE;;
36213;2019003433;;LES DERNIERS JOURS;DOCUMENTAIRE;;
36214;2019003434;;THE PEANUT BUTTER FALCON;DRAME;;
36215;2019003435;154053;WATCH LIST;DRAME;;
36216;2019003436;155843;ICI JE VAIS PAS MOURIR;DOCUMENTAIRE;;TP
36217;2019003437;151401;VIVRE ET CHANTER;DRAME;;TP
36218;2019003441;151406;MALEFIQUE : LE POUVOIR DU MAL;AVENTURES;OUI;TP
36219;2019003443;;FATE GRAND ORDER ABSOLUTE DEMONIC FRONT BABYLONIA SAISON 1 EPISODE 0 2;ANIMATION;;
36220;2019003447;151407;OSKAR ET LILY;DRAME;;TP
36221;2019003453;;ANY DE GRACIA;COMEDIE;;
36222;2019003454;;MAGAMUNI;DRAME;;TP
36223;2019003455;;ENAI NOKI PAAYUM THOTA;DRAME;;TP
36224;2019003456;;CHHICHHORE;COMEDIE DRAMATIQUE;;TPA
36225;2019003457;;DER BODEN UNTER DEN FUSSEN;DRAME;;
36226;2019003458;154804;ORAY;DRAME;;TP
36227;2019003460;;L'ANNIVERSAIRE;DRAME;;
36228;2019003461;;FRAU STERN;COMEDIE DRAMATIQUE;;
36229;2019003462;;PETIT CORBEAU 3 LA QUETE DU TRESOR PERDU;ANIMATION;;
36230;2019003463;;VORWARTS IMMER;COMEDIE;;
36231;2019003464;;ALFONS ZITTERBACKE;COMEDIE;;
36232;2019003465;;ZU WEIT WEG;DRAME;;
36233;2019003466;;25 KM H;COMEDIE;;
36234;2019003467;;MEETING GORBACHEV;DOCUMENTAIRE;;
36235;2019003468;;CUBA LIBRE;DRAME;;
36236;2019003469;151631;GRAINES DE RONDS-POINTS;DOCUMENTAIRE;;TP
36237;2019003470;;VOL SUR L'OREILLER;DRAME;;
36238;2019003471;;DANGEREUSES RENCONTRES;DRAME;;
36239;2019003472;;HEIMAT IST EIN RAUM AUS ZEIT;DOCUMENTAIRE;;
36240;2019003476;151419;MAITRES;DOCUMENTAIRE;;TP
36241;2019003483;;LES INVISIBLES;DOCUMENTAIRE;;
36242;2019003484;153119;MIDNIGHT RUNNER;DRAME;;TP
36243;2019003485;152199;SOUMAYA;DRAME;;TP
