Distribution;Product code;Ayant droit;Title;Production year;Category;Production regions;Allociné;Isan;Product duration;Parental rating;Default punchline 3;Actor 1;Actor 1 role;Actor 2;Actor 2 role;Actor 3;Actor 3 role;Réalisateur;Genre;URL;Tarif location;Tarif Achat
TVOD;TOUTERESSEMW0157164;Z/UGC-WARNER;Toute ressemblance;2019;film;France;149768;0000-0004-EC9B-0000-G-0000-0000-Q;1:19;tous publics;Présentateur du journal télévisé, Cédric Saint Guérande, sûr de sa popularité auprès de son public, profite de son statut et se réjouit des audiences toujours excellentes. Convaincu qu'il est indétrônable, il ne réalise pas que son succès ne fait pas forcément l'unanimité, jusqu'au sein de sa propre chaîne. Considérant CSG comme un potentiel rival, Julien Demaistre, nouveau président de La Grande Chaîne, cherche à en savoir plus sur le journaliste qu'il aimerait remplacer par une présentatrice plus jeune. Michel Denisot passe derrière la caméra pour un premier long métrage qui explore les coulisses du petit écran, avec une pléiade de vedettes du paysage audiovisuel français en invitées.;Franck Dubosc;Cédric Saint Guérande;Jérôme Commandeur;;Marilyne Canto;;Michel  Denisot;comédie;https://video-a-la-demande.orange.fr/film/TOUTERESSEMW0157164/;2,99;7.99 euros
TVOD;PLACESXXXXXW0183669;Z/ALBERTINE PRODUCTIONS-WARNER;Placés;2022;film;France;149932;0000-0006-46B5-0000-G-0000-0000-Q;1:46;tous publics;L'oubli de sa carte d'identité vaut à Elias, un étudiant brillant, de ne pas pouvoir passer le concours d'entrée à Sciences Po. En attendant de pouvoir se réinscrire, il accepte de travailler comme éducateur pour l'été au sein d'une maison d'enfants à caractère social. Le jeune homme découvre peu à peu le fonctionnement de cet établissement, qui accueille des adolescents aux parcours compliqués. L'équipe d'éducateurs est dirigée par Marc et se compose d'Adama, Cécile, Mathilde ou Michelle, aux profils variés. Pour son premier film derrière la caméra, Nessim Chikhaoui s'inspire de son propre passé d'éducateur et signe une comédie sociale chorale au ton juste.;Shaïn Boumedine;Elias;Nailia Harzoune;Mathilde;Moussa Mansaly;Adama;Nessim Chikhaoui;comédie dramatique;https://video-a-la-demande.orange.fr/film/PLACESXXXXXW0183669/;2,99;7.99 euros
TVOD;CHERELEAXXXW0184019;DIAPHANA;Chère Léa;2020;film;France;150094;0000-0005-6EBD-0000-4-0000-0000-P;1:26;tous publics;Parce que Jonas a trop tardé à quitter son épouse, Léa a préféré mettre un terme à leur relation. Après une nuit compliquée, celui qui aime encore son ex-amante arrive au domicile de celle-ci à l'improviste avec des viennoiseries, mais elle préfère lui rendre ses dernières affaires. Ne pouvant se résoudre à partir, Jonas s'installe au café situé juste en face du domicile de son aimée et tenu par Mathieu. Le soupirant éconduit entame l'écriture d'une longue lettre avec laquelle il espère reconquérir Léa. Son attitude éveille la curiosité du patron des lieux. Plus grave qu'il n'y paraît, cette comédie sentimentale offre un rôle tout en mélancolie à l'impeccable Grégory Montel.;Grégory Montel;Jonas;Anaïs Demoustier;Léa;Grégory Gadebois;Mathieu;Jérôme Bonnell;comédie;https://video-a-la-demande.orange.fr/film/CHERELEAXXXW0184019/;2,99;5.99 euros
TVOD;FRANCEXXXXXW0183071;Z/LE PETIT BUREAU-ARP;France;2021;film;France;150529;0000-0005-2443-0000-W-0000-0000-F;2:08;tous publics;France de Meurs, journaliste d'une chaîne d'information en continu, n'a aucun scrupule. Devenue une star après avoir sèchement apostrophé le président Macron à l'Elysée, elle multiplie les reportages chocs sur des scènes de guerre, n'hésitant pas à trafiquer ses images, feignant l'émotion, et n'oubliant jamais de se mettre en avant. Mais un jour, France renverse un livreur en scooter. L'accident la fait aussitôt chuter de son piédestal. Les réseaux sociaux se déchaînent, et elle se rend compte de la vanité de son métier. Bruno Dumont change de style dans cette satire des médias dominée par la forte présence de Léa Seydoux, bien secondée par Blanche Gardin et Benjamin Biolay.;Léa Seydoux;France de Meurs;Blanche Gardin;Lou;Benjamin Biolay;Fred de Meurs;Bruno Dumont;comédie dramatique;https://video-a-la-demande.orange.fr/film/FRANCEXXXXXW0183071/;2,99;7.99 euros
TVOD;UNEFEMMEDENW0191155;Z/MOBY DICK FILMS-UNIVERSCINE;Une femme de notre temps;2022;film;France;150673;0000-0005-BE2B-0000-P-0000-0000-0;1:31;déc. -10;Commissaire de police intègre, Juliane écrit également des romans noirs. Elle travaille actuellement sur un récit évoquant sa soeur Lydia, décédée cinq ans plus tôt, mais n'avance guère. Au hasard d'une enquête, Juliane découvre que Hugo, son mari, entretient une liaison. Cette trahison l'affecte grandement, et elle perd pied. Déterminée à éliminer son époux, Juliane décide d'abord d'aider une mère et sa fille poursuivies par un homme violent. Un polar atmosphérique où cauchemar et réalité s'entremêlent, avec Sophie Marceau en Diane vengeresse.;Sophie Marceau;Juliette Verbeke;Michaël Erpelding;Nils;Johan Heldenbergh;Hugo;Jean-Paul Civeyrac;drame;https://video-a-la-demande.orange.fr/film/UNEFEMMEDENW0191155/;2,99;5.99 euros
TVOD;LACHAMBREDEW0197498;Z/JERICO PRODUCTIONS-SND;La chambre des merveilles;2023;film;France;151029;0000-0005-5001-0000-M-0000-0000-8;1:34;tous publics;"Toute entière dédiée à son travail, Thelma passe trop peu de temps avec son fils Louis, 12 ans. Alors qu'ils se promènent ensemble, un appel professionnel détourne l'attention de la mère de famille, et son enfant est percuté par un véhicule. Conduit en urgence à l'hôpital, Louis est plongé dans le coma. Alors qu'elle cherche comment ramener son fils à la vie, Thelma découvre un cahier dans lequel il a noté ce qui souhaiterait accomplir. Elle décide de réaliser ce ""carnet des merveilles"" pour le raconter au jeune garçon. Cette lumineuse adaptation du best-seller de Julien Sandrel s'appuie sur la justesse d'interprétation d'Alexandra Lamy.";Alexandra Lamy;Thelma;Muriel Robin;Odette;Hugo Questel;Louis;Lisa Azuelos;comédie dramatique;https://video-a-la-demande.orange.fr/film/LACHAMBREDEW0197498/;2,99;7.99 euros
TVOD;RUMBALAVIEXW0184125;GAUMONT;Rumba la vie;2021;film;France;151396;0000-0005-B07A-0000-7-0000-0000-G;1:37;tous publics;Tony, chauffeur de bus quinquagénaire, n'a de comptes à rendre à personne. Il y a vingt ans, il a abandonné son épouse, qui venait d'accoucher de leur fille Maria. Depuis, sa philosophie de la vie n'a pas changé. Jusqu'au jour où un malaise cardiaque le convainc de la médiocrité de son existence. Il décide alors de reprendre contact avec Maria. Mais qu'est-elle devenue ? Et a-t-elle envie de rencontrer ce père qui n'est rien pour elle ? Quand il apprend que Maria est devenue professeur de danse, Tony décide de s'inscrire incognito à ses cours. Mais la jeune femme se doute de quelque chose. Pour son deuxième film derrière la caméra, Franck Dubosc se met en scène dans une belle histoire de rédemption.;Franck Dubosc;;Louna Espinosa;;Jean-Pierre Darroussin;;Franck Dubosc;comédie dramatique;https://video-a-la-demande.orange.fr/film/RUMBALAVIEXW0184125/;2,99;9.99 euros
TVOD;LEVISITEURDW0190154;Z/PYRAMIDE-SND;Le visiteur du futur;2022;film;France;151658;0000-0005-2636-0000-D-0000-0000-Z;1:37;tous publics;En 2555, la Terre vit sous la menace d'un nuage radioactif qui décime la population tous les 70 ans. Capable de voyager dans le temps, un homme retourne en 2022 afin de changer le cours des événements, espérant ainsi empêcher cette catastrophe. Il tente de convaincre le député Gilbert Alibert de ne pas autoriser la construction d'une centrale nucléaire. Dans sa course contre la montre pour sauver la planète, le Visiteur du futur est traqué par la Brigade temporelle, prête à tout pour préserver le continuum espace-temps. L'univers rocambolesque de la web-série culte éponyme de François Descraques est brillamment transposé sur grand écran avec cette comédie de science-fiction où règne le second degré.;Florent Dorin;le Visiteur;Enya Baroux;Alice;Arnaud Ducret;;François Descraques;comédie;https://video-a-la-demande.orange.fr/film/LEVISITEURDW0190154/;2,99;7.99 euros
TVOD;DONJUANXXXXW0190915;Z/LES FILMS PELLEAS - ARP;Don Juan;2022;film;France;151793;0000-0005-7FC6-0000-2-0000-0000-V;1:36;tous publics;Alors qu'il l'attendait à la mairie pour leur mariage, Laurent est abandonné par Julie, qui le quitte sans un mot. L'acteur, qui doit partir à Granville, en Normandie, pour y répéter une pièce de Molière dans laquelle il campe Don Juan, est totalement désemparé. Perdu, l'homme délaissé est victime d'hallucinations et commence à voir le visage de sa bien-aimée chez toutes les femmes qu'il croise. Incapable de l'oublier, Laurent met tout en oeuvre pour reconquérir Julie, qui lui donne la réplique. Présenté en avant-première à Cannes en 2022, ce 6e long métrage de Serge Bozon réunit Virginie Efira et Tahar Rahim et revisite le mythe de Don Juan en danse et en chanson.;Virginie Efira;Julie;Tahar Rahim;Laurent;Damien Chapelle;Naël;Serge Bozon;comédie;https://video-a-la-demande.orange.fr/film/DONJUANXXXXW0190915/;2,99;5.99 euros
TVOD;HAUTECOUTURW0172273;Z/UGC-WARNER;Haute couture;2019;film;France;151990;0000-0006-3A65-0000-Q-0000-0000-X;1:36;tous publics;Esther occupe la position enviée de première d'atelier de la maison Dior. A la veille de son dernier défilé avant de prendre sa retraite, elle se fait voler son sac à main dans le métro par Jade, une marginale. Impressionnée par les croquis de robes découverts dans son butin, la jeune femme décide de rendre ses affaires à sa victime. Les deux femmes apprennent ainsi à se connaître. De fil en aiguille, Esther pressent que Jade a un don pour la couture. Elle décide de lui enseigner les ficelles du métier. Jade se montre d'abord rebelle à toute discipline, avant de se rêver couturière. Nathalie Baye et Lyna Khoudri forment un beau duo dans ce film sensible sur la transmission réalisé par la romancière Sylvie Ohayon.;Nathalie Baye;Esther;Lyna Khoudri;Jade;Pascale Arbillot;;Sylvie Ohayon;comédie dramatique;https://video-a-la-demande.orange.fr/film/HAUTECOUTURW0172273/;2,99;7.99 euros
TVOD;LACROISADEXW0178970;Z/LE PETIT BUREAU-AD VITAM;La croisade;2021;film;France;152331;0000-0005-9CD4-0000-C-0000-0000-1;1:04;tous publics;Abel et Marianne sont les parents comblés de Joseph, un garçon dégourdi de 13 ans. Un jour, ils découvre que leur fils a vendu la plupart de leurs objets de valeur : les robes Dior de maman, les montres de collection de papa. Avec l'argent, Joseph a l'intention de financer un projet en Afrique afin de sauver la planète. Des centaines d'enfants se sont associés au même projet. Oubliant leurs griefs, Abel et Marianne commencent à s'intéresser à l'idée. Abel se met au tri sélectif tandis que Marianne envisage d'accompagner les enfants en Afrique. Dans son troisième film derrière la caméra, Louis Garrel, toujours irrésistible devant, laisse la vedette à une jeunesse qui entraîne les adultes dans une croisade humanitaire.;Lionel Dray;Jérôme Lhomond;Laetitia Casta;Marianne;Joseph Engel;Joseph;Louis Garrel;drame;https://video-a-la-demande.orange.fr/film/LACROISADEXW0178970/;2,99;7.99 euros
TVOD;LATRESTRESGW0190874;Z/LES FILMS DU 24-WARNER;La très très grande classe;2022;film;France;152462;0000-0005-98B8-0000-G-0000-0000-Q;1:36;tous publics;Pour son dernier jour de classe avant sa mutation à Barcelone, le poste de ses rêves, Sofia, une prof de français dans un lycée à problèmes, se lâche et dit à ses élèves tout ce qu'elle pense vraiment d'eux. C'est alors que son directeur lui apprend que sa mutation a été annulée en raison de la candidature de dernière minute de madame Delahaye, dont le CV idéal ne semble laisser aucune chance à Sofia. La revoilà obligée de faire cours aux mêmes élèves qu'elle avait copieusement insultés. Parallèlement, elle doit se mettre au niveau de sa redoutable concurrente pour espérer avoir encore une chance de partir. Le cauchemar de tout prof se réalise dans cette astucieuse comédie signée Frédéric Quiring.;Melha Bedia;Sofia;Audrey Fleurot;;François Berléand;;Frédéric Quiring;comédie;https://video-a-la-demande.orange.fr/film/LATRESTRESGW0190874/;2,99;7.99 euros
TVOD;PACIFICTIONW0194776;Z/FILMS DU LOSANGE-UNIVERSCINE;Pacifiction;2022;film;France ,  Espagne ,  Allemagne ,  Portugal;152732;0000-0005-BA4E-0000-C-0000-0000-1;2:38;tous publics;Représentant de la République à Tahiti, le haut-commissaire De Roller, un homme réfléchi aux manières posées, tente de faire la lumière sur une rumeur qui agite l'île polynésienne. En effet, selon certains, la France s'apprêterait à reprendre les essais nucléaires, et un sous-marin aurait été repéré. Des réceptions officielles aux boîtes de nuit, De Roller, toujours vêtu d'un costume blanc, sonde la population locale et s'intéresse aux enjeux, tant pour l'armée, que les pêcheurs, autorités locales et autres activistes. Entre thriller hypnotique et récit psychologique, Albert Serra signe un film atmosphérique exigeant qui a décroché le prix Louis-Delluc et valu à Benoît Magimel un César pour son interprétation.;Benoît Magimel;De Roller;Pahoa Mahagafanau;Shannah;Marc Susini;L'amiral;Albert Serra;drame;https://video-a-la-demande.orange.fr/film/PACIFICTIONW0194776/;2,99;5.99 euros
TVOD;LETRESORDUPW0179255;Z/CURIOSA FILMS - WARNER;Le trésor du Petit Nicolas;2021;film;France;153550;0000-0005-B4AF-0000-4-0000-0000-P;1:38;tous publics;Pour Nicolas, rien ne compte plus que sa bande de copains, parmi lesquels on compte le gourmand Alceste, Agnan, le premier de la classe, ou encore Clotaire, qui ne loupe pas une occasion de faire une bêtise. Aussi, le petit garçon fait triste mine en apprenant que la promotion de son père, qui vient d'être nommé directeur, va obliger sa famille à déménager dans le Sud. Qu'à cela ne tienne, Nicolas est prêt à tout pour ne pas quitter ses amis et se lance avec eux dans une véritable chasse au trésor. Après deux volets réalisés par Laurent Tirard, c'est au tour de Jules Rappeneau d'adapter les aventures du héros de Goscinny et Sempé dans une histoire originale, ode à l'amitié enfantine.;Ilan Debrabant;Nicolas;Jean-Paul Rouve;Papa;Audrey Lamy;Maman;Julien Rappeneau;comédie;https://video-a-la-demande.orange.fr/film/LETRESORDUPW0179255/;2,99;7.99 euros
TVOD;ONSOURITPOUW0185120;Z/RADAR FILMS-STUDIO CANAL;On sourit pour la photo;2022;film;France;153600;0000-0004-A203-0000-7-0000-0000-G;1:31;tous publics;"Claire annonce à Thierry qu'elle le quitte. Pour Thierry, la nouvelle fait l'effet d'un coup de massue. Il était heureux, lui ! Il fait alors mine d'accepter l'inéluctable. Mais avant le divorce, il propose à Claire de se refaire ""Grèce 98"", leurs plus belles vacances en famille. Mais les enfants, devenus adultes, sont réticents. Thierry trouve un moyen de les convaincre. Quant à Claire, elle croit qu'il s'agit d'un dernier bon moment avant de leur annoncer leur séparation. Mais Thierry a une idée en tête. Il compte profiter de ce voyage pour reconquérir sa femme. Avec la famille pour thème principal et Jacques Gamblin comme protagoniste, François Uzan ne pouvait que réussir cette comédie aux dialogues ciselés.";Pascale Arbillot;;Pablo Pauly;;Jacques Gamblin;;François Uzan;comédie;https://video-a-la-demande.orange.fr/film/ONSOURITPOUW0185120/;2,99;9.99 euros
TVOD;LASYNDICALIW0196920;Z/LE BUREAU-WARNER;La syndicaliste;2023;film;France;153703;ISAN 0000-0005-9CAC-0000-M-0000-0000-8;1:57;tous publics;Lorsqu'elle découvre des tractations secrètes entre la Chine et la France concernant la filière nucléaire, Maureen Kearney, déléguée syndicale chez un géant français du nucléaire, s'inquiète pour les 50 000 employés français de l'entreprise. Aussitôt, elle décide de dénoncer publiquement la combine. Ce faisant, ce n'est pas seulement sa carrière qu'elle met en jeu, mais sa vie même. Pourtant, malgré les menaces, elle décide de poursuivre son action. C'est alors que des individus la surprennent chez elle et la violent. Pour elle, il s'agit d'une expédition destinée à la faire taire. Mais la police ne la croit pas. Isabelle Huppert fait des merveilles dans le rôle d'une courageuse lanceuse d'alerte.;Isabelle Huppert;Maureen Kearney;Alexandra Maria Lara;Julie Depret;François-Xavier Demaison;Jean-Pierre Bachmann;Jean-Paul Salomé;thriller;https://video-a-la-demande.orange.fr/film/LASYNDICALIW0196920/;2,99;7.99 euros
TVOD;LASTRONAUTEW0186457;Z/NORD OUEST FILMS-STUDIO CANAL;L'astronaute;2022;film;France;153745;0000-0004-C7A5-0000-B-0000-0000-4;1:45;tous publics;Jim se passionne pour l'espace depuis toujours. Aussi, son embauche chez ArianeGroup comme ingénieur aéronautique est-elle une manière de toucher son rêve du doigt. Mais Jim ne veut pas en rester là. Profitant de son nouveau poste, il ambitionne de devenir le premier homme à voyager dans l'espace à bord d'une fusée amateur. Après huit années consacrée à élaborer l'engin, il demande l'aide de l'astronaute Alexandre Ribbot, qui se laisse séduire par le projet. Mais à eux deux, ils vont devoir résoudre bien des problèmes, aussi bien techniques qu'administratifs. Pour son deuxième film, Nicolas Giraud met en scène une histoire très personnelle, empreinte de poésie.;Nicolas Giraud;Jim Desforges;Mathieu Kassovitz;Alexandre Ribbot;Hélène Vincent;Odette Desforges;Nicolas Giraud;comédie dramatique;https://video-a-la-demande.orange.fr/film/LASTRONAUTEW0186457/;2,99;9.99 euros
TVOD;LEPHARAONLEW0192297;Z/NORD OUEST FILMS-DIAPHANA;Le pharaon, le sauvage et la princesse;2022;film;France;154021;0000-0005-9720-0000-4-0000-0000-P;1:18;tous publics;"L'Egypte ancienne, l'Auvergne du Moyen-Age et le XVIIIe siècle sont les cadres de trois histoires narrées par une conteuse. Dans le royaume de Koush, un jeune roi va conquérir l'Egypte pour pouvoir épouser sa bien-aimée. En Auvergne, un sauvage mystérieux qui se cache dans la forêt combat les injustices. Au XVIIIe siècle, en Orient, une princesse tombe amoureuse d'un vendeur de beignets dont elle ignore la véritable identité. Tout le savoir-faire de Michel Ocelot, grand maître du cinéma d'animation (""Kirikou"", ""Dilili à Paris""), est à l'ouvre dans un film qui réunit trois contes et reprend les thèmes de prédilection de son réalisateur. ";;;;;;;Michel Ocelot;animation;https://video-a-la-demande.orange.fr/film/LEPHARAONLEW0192297/;2,99;5.99 euros
TVOD;MESTRESCHERW0182569;Z/LES FILMS DU 24-WARNER;Mes très chers enfants;2021;film;France;154403;0000-0005-D89B-0000-I-0000-0000-K;1:31;tous publics;Depuis qu'ils sont à la retraite, Chantal et Christian ne voient plus guère leurs enfants, Sandrine et Stéphane, qui ont toujours mieux à faire ailleurs. Quand les ingrats annoncent qu'ils ne viendront même pas à Noël, leurs géniteurs décident de leur donner une bonne leçon. Ils leur annoncent avoir gagné le gros lot. Aussitôt, Sandrine et Stéphane se précipitent chez leurs vieux parents, toutes affaires cessantes. Pour rendre crédible la supercherie, Chantal et Christian ont manigancé toute une mise en scène, à très grands frais. Une excellente satire de la famille contemporaine. Dans le rôle des parents machiavéliques, Josiane Balasko et Didier Bourdon font merveille.;Josiane Balasko;Chantal;Didier Bourdon;Christian;Marilou Berry;;Alexandra Leclère;comédie;https://video-a-la-demande.orange.fr/film/MESTRESCHERW0182569/;2,99;7.99 euros
TVOD;JOYEUSERET2W0187134;Z/LES FILMS MANUEL MUNZ-SND;Joyeuse Retraite 2;2021;film;France;154972;0000-0005-C53C-0000-G-0000-0000-Q;1:27;tous publics;Marilou et Philippe coulent des jours paisibles, jusqu'au moment où ils décident d'emmener leurs petits-enfants en vacances au Portugal. Dès leur arrivée, les ennuis commencent. La maison est toujours en travaux malgré les belles promesses du chef de chantier. Un peu plus tard, le couple réussit l'exploit de perdre la trace des trois enfants. Ils se mettent aussitôt à leur recherche, espérant les retrouver avant l'arrivée des parents, qui doivent débarquer deux jours plus tard. Après l'énorme succès du premier volet, Michèle Laroque et Thierry Lhermitte se retrouvent dans la suite des aventures des Blanchot, sympathique couple de retraités énergiques et guignards.;Michèle Laroque;;Thierry Lhermitte;;Gabriela Barros;;Fabrice Bracq;comédie;https://video-a-la-demande.orange.fr/film/JOYEUSERET2W0187134/;2,99;7.99 euros
TVOD;SURLESCHEMIW0185121;Z/RADAR FILMS-TF1 VISION;Sur les chemins noirs;2023;film;France;156014;0000-0005-F642-0000-W-0000-0000-F;1:29;tous publics;"Pierre, un écrivain charismatique et fêtard, est tombé dans le coma à la suite d'une imprudence commise sous l'emprise de l'alcool. Le réveil est pour lui un moment de profond abattement, mais aussi de remise en cause. Pour accélérer sa rééducation, il décide de s'engager dans une traversée de la France à pied sur les ""chemins noirs"", ces sentiers séculaires hérités de la France rurale, loin des zones urbaines. Le périple débute. Le convalescent découvre alors les paysages de France dans toute leur splendeur, tout en explorant son propre horizon intérieur. Jean Dujardin est épatant dans cette adaptation du récit autobiographique de l'explorateur et marcheur Sylvain Tesson. ";Jean Dujardin;Pierre;Joséphine Japy;Anna;Izïa Higelin;Céline;Denis Imbert ;drame;https://video-a-la-demande.orange.fr/film/SURLESCHEMIW0185121/;2,99;5.99 euros
TVOD;ECHECAUPORTW0009393;PATHE;Echec au porteur;1957;film;France;19266;0000-0000-AAE8-0000-M-0000-0000-8;1:26;tous publics;Membre d'un gang de trafiquants, Bastien Sassey transporte un ballon contenant de la drogue. Mais celui-ci est bientôt remplacé par un ballon en plastique chargé d'explosifs, destiné à éliminer un gang rival. Hélas, cette bombe à retardement tombe entre les mains d'un enfant qui joue à proximité...;Serge Reggiani;Bastien Sassey;Paul Meurisse;le commissaire-divisionnaire Varzeilles;Jeanne Moreau;Jacqueline Tourieu;Gilles Grangier;classique;https://video-a-la-demande.orange.fr/film/ECHECAUPORTW0009393/;2,99;7.99 euros
TVOD;LESQUATRECEW0003936;MK2;Les 400 coups;1959;film;France;21414;0000-0000-14F3-0000-8-0000-0000-D;1:35;tous publics;Paris, à la fin des années 50. Antoine Doinel est un écolier de treize ans, rêveur et turbulent. Il habite avec sa mère maussade et son beau-père effacé dans un petit appartement inconfortable aux environs de la place de Clichy. En mal d'affection, le garçon fait régulièrement l'école buissonnière avec son copain René. Un jour, pour justifier son absence à l'école, Antoine prétexte que sa mère est morte. La supercherie découverte, le gamin glisse sur les chemins de la révolte et de la petite délinquance. Avec l'accord des parents, le juge des mineurs décide de la placer dans un centre de redressement. Un jour de sortie, Antoine tente de fuir. Le premier long-métrage réaliste de François Truffaut lança à sa sortie le mouvement de la Nouvelle Vague ou le renouveau du cinéma français.;Jean-Pierre Léaud;Antoine Doinel;Claire Maurier;Gilberte Doinel;Albert Rémy;Julien Doinel;François Truffaut;drame;https://video-a-la-demande.orange.fr/film/LESQUATRECEW0003936/;2,99;5.99 euros
TVOD;LEMONOCLENOW0024508;PATHE;Le monocle noir;1961;film;France;24538;0000-0000-CD2D-0000-8-0000-0000-D;1:39;tous publics;Dans le château de Villemaur vit une petite communauté autour du marquis, propriétaire des lieux. La fille du châtelain, Bénédicte et son mari, Mathias, mais aussi un conservateur, Mérignac et sa secrétaire, Monique, ou encore Martha et Heinrich, deux Allemands. Un aveugle, Dromard, qui porte toujours un monocle noir, demande à ce qu'on l'appelle le Commandant. Lorsque Monique est assassinée, l'émoi est grand dans la demeure. Dromard accuse Mérignac, qui se retrouve derrière les barreaux : un crime passionnel ? En fait, la mort de la jeune femme est liée à une affaire d'espionnage. Tout ce petit monde complote pour organiser le retour de l'idéologie nazie. Entre espionnage et humour, l'un des premiers films d'un spécialiste de la comédie.;Paul Meurisse;le commandant Dromard;Bernard Blier;le commissaire Tournemire;Elga Andersen;Martha;Georges Lautner;classique;https://video-a-la-demande.orange.fr/film/LEMONOCLENOW0024508/;2,99;7.99 euros
TVOD;LEMEPRISXXXW0011253;STUDIO CANAL;Le mépris;1963;film;France;27515;0000-0000-3947-0000-E-0000-0000-W;1:39;tous publics;Paul Javal, scénariste, et sa jeune femme semblent former un couple uni. Un incident apparemment anodin avec un producteur va conduire la jeune femme à mépriser profondément son mari. Un film expérimental, un rythme qui en fait son identité, une émotion sans pathos incarnée par une Brigitte Bardot évanescente. Un film sur le cinéma, qui s'ouvre sur une citation d'André Bazin et se clot avec la participation exceptionnelle de Fritz Lang.;Brigitte Bardot;Camille Javal;Michel Piccoli;Paul Javal;Fritz Lang;Himself;Jean-Luc Godard;drame;https://video-a-la-demande.orange.fr/film/LEMEPRISXXXW0011253/;2,99;7.99 euros
TVOD;LESAVENTURIW0128944;SND;Les aventuriers;1967;film;France;32153;0000-0000-1629-0000-C-0000-0000-1;1:52;tous publics;;Alain Delon;Manu;Lino Ventura;Roland;Joanna Shimkus;Laetitia;Robert Enrico;aventure;https://video-a-la-demande.orange.fr/film/LESAVENTURIW0128944/;2,99;7.99 euros
TVOD;BAISERSVOLEW0001383;MK2;Baisers volés;1968;film;France;33531;0000-0000-1C0C-0000-G-0000-0000-Q;1:27;tous publics;Antoine Doinel a du quitter l'armée pour «instabilité caractérielle». Il retrouve sa petite chambre parisienne et son grand amour pour la très sage Christine Darbon. Il exerce toutes sortes de métiersn dont celui de veilleur de nuit, qu'il quitte pour entrer dans une agence de détectives privés. N'étant pas très doué pour les filatures, il est chargé de se mêler au personnel d'un magasin de chaussures. Le patron, monsieur Tabard, veut savoir pourquoi ses employés le détestent. Antoine s'intéresse beaucoup plus à sa femme, la très belle madame Tabard. Prix Louis-Delluc 1968, Prix Fémina Belge 1969, Grand prix du cinéma Français, Prix Méliès 1968, un récit dont la simplicité atteint au génie. ;Jean-Pierre Léaud;Antoine Doinel;Delphine Seyrig;madame Tabard;Claude Jade;Christine Darbon;François Truffaut;comédie romantique;https://video-a-la-demande.orange.fr/film/BAISERSVOLEW0001383/;2,99;5.99 euros
TVOD;LARMEEDESOMW0042183;STUDIO CANAL;L'armée des ombres;1969;film;France;35415;0000-0001-8CC9-0000-P-0000-0000-0;2:18;tous publics;Les activités et la vie extrêmement difficiles d'un réseau de résistants sous l'occupation allemande. Le film s'inspire de l'oeuvre de Joseph Kessel et des propres souvenirs du réalisateur dans la résistance.;Lino Ventura;Philippe Gerbier;Simone Signoret;Mathilde;Paul Meurisse;Luc Jardie;Jean-Pierre Melville;drame;https://video-a-la-demande.orange.fr/film/LARMEEDESOMW0042183/;2,99;7.99 euros
TVOD;LAMOURENFUIW0001411;MK2;L'amour en fuite;1979;film;France;48607;0000-0000-1423-0000-G-0000-0000-Q;1:29;tous publics;Antoine Doinel et Christine divorcent. Ils se souviennent de leur passé, puis sur les marches du palais sont interviewés par des journalistes, car ils sont le premier couple à divorcer par consentement mutuel. Colette, devenue avocate, reconnaît Antoine. Le hasard les réunit dans le même train, alors qu'Antoine vient de conduire son fils, Alphonse, à la gare. Antoine se confie. De retour à Paris, il retrouve sa petite amie du moment, Sabine, vendeuse dans un magasin de disques. C'est d'elle que parle son prochain roman, dont il a raconté la trame à Colette, au risque, par une association de noms, de lui faire suspecter que Sabine pourrait être la femme de son amant. Une suite toute en réminiscences, pleine de charme et de vertige devant la matérialisation en images du temps qui passe.;Jean-Pierre Léaud;Antoine Doinel;Marie-France Pisier;Colette;Dorothée;Sabine Barnerias;François Truffaut;comédie romantique;https://video-a-la-demande.orange.fr/film/LAMOURENFUIW0001411/;2,99;5.99 euros
TVOD;TOUTFEUTOUTW0131768;MK2;Tout feu tout flamme;1982;film;France;54395;0000-0000-7597-0000-X-0000-0000-C;1:47;tous publics;Une jeune et brillante polytechnicienne joue le rôle de chef de famille en l'absence de son père, aventurier séducteur qui fait de brèves apparitions à leur domicile parisien.;Isabelle Adjani;Pauline Valance;Yves Montand;Victor Valance;Alain Souchon;Antoine Quentin;Jean-Paul Rappeneau;action;https://video-a-la-demande.orange.fr/film/TOUTFEUTOUTW0131768/;2,99;5.99 euros
TVOD;MORTELLERANW0012238;Z/TF1 INTERNATIONAL-TF1 VISION;Mortelle randonnée;1983;film;France;56048;0000-0000-434A-0000-X-0000-0000-C;1:56;déc. -10;Un détective privé suit à la trace une jeune femme soupçonnée de tuer ses riches maris durant la nuit de noces. Au fur et à mesure, il a le sentiment de développer un lien télépathique avec elle, alors qu'elle lui rappelle étrangement sa fille, qu'il n'a jamais connu mais dont il lui reste une photo. Le film marque les débuts de Jacques Audiard (réalisateur de Sur mes lèvres), qui, pour la seule fois de sa carrière, a collaboré avec son père, Michel Audiard, sur le scénario.;Michel Serrault;Beauvoir, The 'Eye';Isabelle Adjani;Catherine Leiris / Lucie Brentano - 'Marie';Guy Marchand;L'homme pâle / The pale man;Claude Miller;thriller;https://video-a-la-demande.orange.fr/film/MORTELLERANW0012238/;2,99;5.99 euros
